,assetid,date,signal
272004,129982,2016-05-05,-1
272005,129982,2016-08-04,-1
272006,129982,2016-08-04,-1
272007,129982,2016-08-04,-1
272008,129982,2016-11-03,-1
272009,129982,2016-11-03,-1
272010,129982,2016-11-03,-1
272158,129985,2016-04-22,-1
272159,129985,2016-04-22,-1
272160,129985,2016-06-10,-1
272161,129985,2016-09-14,-1
272162,129985,2016-09-14,-1
272163,129985,2016-12-09,-1
272398,129997,2016-02-18,-1
272399,129997,2016-04-28,-1
272400,129997,2016-08-04,-1
272401,129997,2016-11-03,-1
272540,130010,2016-01-26,-1
272541,130010,2016-01-26,-1
272542,130010,2016-04-25,-1
272543,130010,2016-04-25,-1
272544,130010,2016-07-25,-1
272545,130010,2016-07-25,-1
272546,130010,2016-10-24,-1
272547,130010,2016-10-24,-1
273010,130020,2016-03-01,-1
273011,130020,2016-03-01,-1
273012,130020,2016-03-01,-1
273013,130020,2016-03-01,-1
273014,130020,2016-03-01,-1
273015,130020,2016-05-26,-1
273016,130020,2016-05-26,-1
273017,130020,2016-05-26,-1
273018,130020,2016-05-26,-1
273019,130020,2016-08-04,-1
273020,130020,2016-08-25,-1
273021,130020,2016-08-25,-1
273022,130020,2016-08-25,-1
273023,130020,2016-11-22,-1
273024,130020,2016-11-22,-1
273025,130020,2016-11-22,-1
273026,130020,2016-11-22,-1
273489,130027,2016-02-04,-1
273490,130027,2016-02-04,-1
273491,130027,2016-02-04,-1
273492,130027,2016-02-04,-1
273493,130027,2016-02-04,-1
273494,130027,2016-02-04,-1
273495,130027,2016-02-04,-1
273496,130027,2016-02-04,-1
273497,130027,2016-05-05,-1
273498,130027,2016-05-05,-1
273499,130027,2016-05-05,-1
273500,130027,2016-05-05,-1
273501,130027,2016-05-05,-1
273502,130027,2016-08-04,-1
273503,130027,2016-08-04,-1
273504,130027,2016-08-04,-1
273505,130027,2016-08-04,-1
273506,130027,2016-08-04,-1
273507,130027,2016-08-04,-1
273508,130027,2016-11-07,-1
273509,130027,2016-11-07,-1
273510,130027,2016-11-07,-1
273511,130027,2016-11-07,-1
273512,130027,2016-11-07,-1
273513,130027,2016-11-07,-1
273742,130031,2016-01-28,-1
273743,130031,2016-01-28,-1
273744,130031,2016-04-27,-1
273745,130031,2016-07-28,-1
273746,130031,2016-07-28,-1
273747,130031,2016-10-27,-1
273748,130031,2016-10-27,-1
273749,130031,2016-11-22,-1
273839,130034,2016-03-30,-1
273840,130034,2016-03-30,-1
273841,130034,2016-05-13,-1
273842,130034,2016-05-13,-1
273843,130034,2016-08-15,-1
273844,130034,2016-08-15,-1
273845,130034,2016-11-15,-1
273846,130034,2016-11-15,-1
274759,130036,2016-03-31,1
274760,130036,2016-04-01,-1
274761,130036,2016-04-01,-1
274762,130036,2016-04-01,-1
274763,130036,2016-04-01,-1
274764,130036,2016-04-01,1
274765,130036,2016-04-01,1
274766,130036,2016-04-01,1
274767,130036,2016-05-09,1
274768,130036,2016-05-10,1
274769,130036,2016-06-23,-1
274770,130036,2016-06-23,-1
274771,130036,2016-06-23,-1
274772,130036,2016-06-23,-1
274773,130036,2016-06-23,1
274774,130036,2016-06-23,1
274775,130036,2016-06-24,1
274776,130036,2016-07-06,1
274777,130036,2016-08-04,-1
274778,130036,2016-09-26,1
274779,130036,2016-09-28,1
274780,130036,2016-09-28,-1
274781,130036,2016-09-28,-1
274782,130036,2016-09-28,-1
274783,130036,2016-09-28,-1
274784,130036,2016-09-28,1
274785,130036,2016-12-01,1
274786,130036,2016-12-08,1
274787,130036,2016-12-19,1
274788,130036,2016-12-19,1
274789,130036,2016-12-20,-1
274790,130036,2016-12-20,1
274791,130036,2016-12-20,-1
274792,130036,2016-12-20,-1
274793,130036,2016-12-20,-1
274794,130036,2016-12-20,1
274795,130036,2016-12-20,1
274796,130036,2016-12-20,1
274797,130036,2016-12-21,1
275092,130046,2016-01-27,-1
275093,130046,2016-02-01,-1
275094,130046,2016-02-01,-1
275095,130046,2016-02-01,-1
275096,130046,2016-03-21,-1
275097,130046,2016-04-28,-1
275098,130046,2016-04-28,-1
275099,130046,2016-04-28,-1
275100,130046,2016-07-28,-1
275101,130046,2016-07-28,-1
275102,130046,2016-07-28,-1
275103,130046,2016-10-31,-1
275104,130046,2016-10-31,-1
275105,130046,2016-10-31,-1
275106,130046,2016-10-31,-1
275107,130046,2016-10-31,-1
275108,130046,2016-10-31,-1
275446,130052,2016-04-21,-1
275447,130052,2016-06-30,-1
275448,130052,2016-09-06,-1
275449,130052,2016-09-06,-1
275450,130052,2016-09-06,-1
275451,130052,2016-09-06,-1
275452,130052,2016-09-06,-1
275453,130052,2016-09-06,-1
275454,130052,2016-09-06,-1
275455,130052,2016-09-06,-1
275456,130052,2016-09-06,-1
275457,130052,2016-09-06,-1
275458,130052,2016-09-06,-1
275459,130052,2016-09-06,-1
275460,130052,2016-09-06,-1
275461,130052,2016-09-06,-1
275462,130052,2016-09-06,-1
275463,130052,2016-09-06,-1
275464,130052,2016-09-06,-1
275465,130052,2016-09-06,-1
275466,130052,2016-09-06,-1
275467,130052,2016-09-06,-1
275691,130057,2016-03-04,-1
275692,130057,2016-05-06,-1
275693,130057,2016-08-05,-1
275694,130057,2016-11-04,-1
276101,130061,2016-01-27,-1
276102,130061,2016-02-24,1
276103,130061,2016-02-24,-1
276104,130061,2016-02-24,-1
276105,130061,2016-02-24,-1
276106,130061,2016-02-24,-1
276107,130061,2016-02-24,-1
276108,130061,2016-02-24,-1
276109,130061,2016-02-24,-1
276110,130061,2016-05-04,-1
276111,130061,2016-05-04,-1
276112,130061,2016-05-04,-1
276113,130061,2016-05-04,-1
276114,130061,2016-05-04,-1
276115,130061,2016-05-04,-1
276116,130061,2016-08-02,1
276117,130061,2016-08-03,-1
276118,130061,2016-08-03,-1
276119,130061,2016-08-03,-1
276120,130061,2016-08-03,-1
276121,130061,2016-08-03,-1
276122,130061,2016-08-03,1
276123,130061,2016-08-03,-1
276124,130061,2016-11-09,-1
276125,130061,2016-11-09,-1
276126,130061,2016-11-09,-1
276127,130061,2016-11-09,-1
276128,130061,2016-11-09,-1
276129,130061,2016-11-09,-1
276130,130061,2016-11-09,1
276131,130061,2016-11-21,1
276132,130061,2016-12-04,1
276133,130061,2016-12-05,1
276134,130061,2016-12-06,-1
276135,130061,2016-12-12,-1
276136,130061,2016-12-22,-1
276290,130068,2016-02-17,-1
276291,130068,2016-05-11,-1
276292,130068,2016-08-10,-1
276293,130068,2016-11-09,-1
276633,130073,2016-02-23,-1
276732,130082,2016-01-26,-1
276733,130082,2016-01-26,-1
276734,130082,2016-01-26,-1
276735,130082,2016-04-21,-1
276736,130082,2016-04-21,-1
276737,130082,2016-07-19,-1
276738,130082,2016-07-19,-1
276739,130082,2016-07-19,-1
276740,130082,2016-10-20,-1
276741,130082,2016-10-20,-1
276868,130088,2016-02-25,-1
276869,130088,2016-02-25,-1
276870,130088,2016-02-25,-1
276871,130088,2016-05-04,-1
276872,130088,2016-05-04,-1
276873,130088,2016-05-04,-1
276874,130088,2016-08-04,-1
276875,130088,2016-08-04,-1
276876,130088,2016-08-04,-1
276877,130088,2016-11-04,-1
276878,130088,2016-11-04,-1
276879,130088,2016-11-04,-1
278341,130102,2016-03-15,1
278342,130102,2016-03-15,-1
278343,130102,2016-03-15,-1
278344,130102,2016-03-15,-1
278345,130102,2016-03-15,-1
278346,130102,2016-03-15,-1
278347,130102,2016-03-15,-1
278348,130102,2016-03-15,-1
278349,130102,2016-03-15,1
278350,130102,2016-03-15,-1
278351,130102,2016-05-26,1
278352,130102,2016-05-26,1
278353,130102,2016-06-16,-1
278354,130102,2016-06-16,-1
278355,130102,2016-06-16,1
278356,130102,2016-06-16,1
278357,130102,2016-06-16,-1
278358,130102,2016-06-16,-1
278359,130102,2016-06-16,1
278360,130102,2016-06-16,-1
278361,130102,2016-06-16,-1
278362,130102,2016-06-16,-1
278363,130102,2016-06-16,-1
278364,130102,2016-06-16,-1
278365,130102,2016-06-17,1
278366,130102,2016-06-29,-1
278367,130102,2016-06-30,1
278368,130102,2016-09-15,-1
278369,130102,2016-09-15,-1
278370,130102,2016-09-15,-1
278371,130102,2016-09-15,1
278372,130102,2016-09-15,-1
278373,130102,2016-09-15,1
278374,130102,2016-09-15,-1
278375,130102,2016-09-16,1
278376,130102,2016-11-21,1
278377,130102,2016-12-15,1
278378,130102,2016-12-15,1
278379,130102,2016-12-15,-1
278380,130102,2016-12-15,-1
278381,130102,2016-12-15,-1
278382,130102,2016-12-15,-1
278383,130102,2016-12-15,-1
278384,130102,2016-12-15,-1
278385,130102,2016-12-15,-1
278386,130102,2016-12-16,1
278798,130116,2016-03-02,-1
278799,130116,2016-03-22,-1
278800,130116,2016-03-22,-1
278801,130116,2016-03-22,-1
278802,130116,2016-04-18,-1
278803,130116,2016-05-13,-1
278804,130116,2016-05-13,-1
278805,130116,2016-05-13,-1
278806,130116,2016-08-11,-1
278807,130116,2016-08-11,-1
278808,130116,2016-08-11,-1
278809,130116,2016-11-10,-1
278810,130116,2016-11-10,-1
278811,130116,2016-11-10,-1
279914,130143,2016-02-17,-1
279915,130143,2016-02-17,-1
279916,130143,2016-02-17,-1
279917,130143,2016-02-17,-1
279918,130143,2016-02-17,-1
279919,130143,2016-02-17,-1
279920,130143,2016-02-17,-1
279921,130143,2016-02-17,-1
279922,130143,2016-02-17,-1
279923,130143,2016-02-17,-1
279924,130143,2016-02-17,-1
279925,130143,2016-02-17,-1
279926,130143,2016-02-17,-1
279927,130143,2016-02-17,1
279928,130143,2016-04-20,-1
279929,130143,2016-04-20,-1
279930,130143,2016-04-20,-1
279931,130143,2016-04-20,-1
279932,130143,2016-04-20,-1
279933,130143,2016-04-20,-1
279934,130143,2016-04-20,-1
279935,130143,2016-04-20,-1
279936,130143,2016-04-20,-1
279937,130143,2016-04-20,1
279938,130143,2016-04-20,-1
279939,130143,2016-04-21,1
279940,130143,2016-06-30,1
279941,130143,2016-07-20,-1
279942,130143,2016-07-20,-1
279943,130143,2016-07-20,-1
279944,130143,2016-07-20,-1
279945,130143,2016-07-20,-1
279946,130143,2016-07-20,-1
279947,130143,2016-07-20,-1
279948,130143,2016-07-20,-1
279949,130143,2016-07-20,-1
279950,130143,2016-07-20,-1
279951,130143,2016-07-20,-1
279952,130143,2016-07-20,-1
279953,130143,2016-10-26,-1
279954,130143,2016-10-26,-1
279955,130143,2016-10-26,-1
279956,130143,2016-10-26,1
279957,130143,2016-10-26,-1
279958,130143,2016-10-26,-1
279959,130143,2016-10-26,-1
279960,130143,2016-10-26,-1
279961,130143,2016-10-26,-1
279962,130143,2016-10-26,-1
279963,130143,2016-10-26,-1
279964,130143,2016-10-26,-1
279965,130143,2016-10-26,-1
279966,130143,2016-10-26,-1
279967,130143,2016-10-26,-1
279968,130143,2016-11-02,-1
279969,130143,2016-11-02,-1
280510,130149,2016-01-26,-1
280511,130149,2016-04-14,-1
280512,130149,2016-04-14,-1
280513,130149,2016-04-14,-1
280514,130149,2016-04-14,-1
280515,130149,2016-04-14,-1
280516,130149,2016-04-14,-1
280517,130149,2016-04-14,-1
280518,130149,2016-04-14,-1
280519,130149,2016-04-14,-1
280520,130149,2016-11-17,-1
280521,130149,2016-11-17,-1
280522,130149,2016-11-17,-1
280523,130149,2016-11-17,-1
280524,130149,2016-11-17,-1
280525,130149,2016-11-17,-1
280526,130149,2016-11-17,-1
280527,130149,2016-11-17,-1
280528,130149,2016-11-17,-1
280529,130149,2016-11-17,-1
282132,130154,2016-01-27,-1
282133,130154,2016-01-27,-1
282134,130154,2016-02-26,-1
282135,130154,2016-02-26,-1
282136,130154,2016-03-22,-1
282137,130154,2016-04-28,-1
282138,130154,2016-04-29,-1
282139,130154,2016-04-29,-1
282140,130154,2016-04-29,-1
282141,130154,2016-08-05,-1
282142,130154,2016-08-05,-1
282143,130154,2016-08-05,-1
282144,130154,2016-08-05,-1
282145,130154,2016-09-28,-1
282146,130154,2016-10-28,-1
282147,130154,2016-10-28,-1
282387,130156,2016-02-16,-1
282388,130156,2016-02-16,-1
282389,130156,2016-02-16,-1
282390,130156,2016-02-16,-1
282391,130156,2016-02-16,-1
282392,130156,2016-04-28,-1
282393,130156,2016-04-28,-1
282394,130156,2016-04-28,-1
282395,130156,2016-04-28,-1
282396,130156,2016-07-27,-1
282397,130156,2016-07-27,-1
282398,130156,2016-07-27,-1
282399,130156,2016-07-27,-1
282400,130156,2016-07-27,-1
282401,130156,2016-10-03,-1
282402,130156,2016-10-25,-1
282403,130156,2016-10-25,-1
282404,130156,2016-10-25,-1
282405,130156,2016-10-25,-1
282406,130156,2016-10-25,-1
282619,130161,2016-02-29,-1
282620,130161,2016-02-29,-1
282621,130161,2016-02-29,-1
282622,130161,2016-02-29,-1
282623,130161,2016-02-29,-1
282624,130161,2016-03-08,-1
282625,130161,2016-03-08,-1
282626,130161,2016-03-08,-1
282627,130161,2016-03-08,-1
282628,130161,2016-03-08,-1
282629,130161,2016-04-28,-1
282630,130161,2016-04-28,-1
282631,130161,2016-04-28,-1
282632,130161,2016-04-28,-1
282633,130161,2016-07-28,-1
282634,130161,2016-07-28,-1
282635,130161,2016-07-28,-1
282636,130161,2016-07-28,-1
282637,130161,2016-07-28,-1
282638,130161,2016-11-03,-1
282639,130161,2016-11-03,-1
282640,130161,2016-11-03,-1
282641,130161,2016-11-03,-1
282642,130161,2016-11-03,-1
283060,130170,2016-01-15,-1
283061,130170,2016-01-16,-1
283062,130170,2016-03-15,-1
283063,130170,2016-03-15,-1
283064,130170,2016-05-10,-1
283065,130170,2016-05-10,-1
283066,130170,2016-08-05,-1
283067,130170,2016-08-05,-1
283068,130170,2016-11-14,-1
283069,130170,2016-11-14,-1
283117,130171,2016-03-10,-1
283118,130171,2016-03-10,-1
283119,130171,2016-03-28,-1
283120,130171,2016-04-25,-1
283121,130171,2016-05-10,-1
283122,130171,2016-05-10,-1
283123,130171,2016-08-04,-1
283124,130171,2016-08-04,-1
283125,130171,2016-11-09,-1
283126,130171,2016-11-09,-1
283655,130177,2016-02-01,-1
283656,130177,2016-02-01,-1
283657,130177,2016-03-23,-1
283658,130177,2016-03-23,-1
283659,130177,2016-03-23,-1
283660,130177,2016-03-23,-1
283661,130177,2016-03-23,-1
283662,130177,2016-03-23,-1
283663,130177,2016-03-23,-1
283664,130177,2016-03-23,-1
283665,130177,2016-03-23,-1
283666,130177,2016-03-23,-1
283667,130177,2016-03-23,-1
283668,130177,2016-04-13,-1
283669,130177,2016-05-25,-1
283670,130177,2016-05-25,-1
283671,130177,2016-05-25,-1
283672,130177,2016-05-25,-1
283673,130177,2016-05-25,-1
283674,130177,2016-05-25,-1
283675,130177,2016-05-25,-1
283676,130177,2016-05-25,-1
283677,130177,2016-05-25,-1
283678,130177,2016-05-25,-1
283679,130177,2016-08-02,-1
283680,130177,2016-08-24,-1
283681,130177,2016-08-24,-1
283682,130177,2016-08-24,-1
283683,130177,2016-08-24,-1
283684,130177,2016-08-24,-1
283685,130177,2016-08-24,-1
283686,130177,2016-08-24,-1
283687,130177,2016-08-24,-1
283688,130177,2016-08-24,-1
283689,130177,2016-08-24,-1
283690,130177,2016-08-24,-1
283691,130177,2016-11-02,-1
283692,130177,2016-11-30,-1
283693,130177,2016-11-30,-1
283694,130177,2016-11-30,-1
283695,130177,2016-11-30,-1
283696,130177,2016-11-30,-1
283697,130177,2016-11-30,-1
283698,130177,2016-11-30,-1
283699,130177,2016-11-30,-1
283700,130177,2016-11-30,-1
283701,130177,2016-11-30,-1
283702,130177,2016-11-30,-1
283703,130177,2016-11-30,-1
284154,130190,2016-01-28,-1
284155,130190,2016-01-28,-1
284156,130190,2016-01-28,-1
284157,130190,2016-01-28,-1
284158,130190,2016-04-20,-1
284159,130190,2016-04-20,-1
284160,130190,2016-04-20,-1
284161,130190,2016-07-26,-1
284162,130190,2016-07-26,-1
284163,130190,2016-07-26,-1
284164,130190,2016-07-26,-1
284165,130190,2016-10-31,-1
284166,130190,2016-10-31,-1
284167,130190,2016-10-31,-1
284168,130190,2016-10-31,-1
284316,130193,2016-05-13,-1
284471,130198,2016-03-02,-1
284472,130198,2016-03-02,-1
284473,130198,2016-05-03,-1
284474,130198,2016-05-03,-1
284475,130198,2016-08-02,-1
284476,130198,2016-08-02,-1
284477,130198,2016-11-07,-1
284478,130198,2016-11-07,-1
284587,130200,2016-02-10,-1
284588,130200,2016-05-11,-1
284589,130200,2016-08-10,-1
284590,130200,2016-12-13,-1
284591,130200,2016-12-20,-1
284677,130202,2016-12-08,-1
284678,130202,2016-12-08,-1
284679,130202,2016-12-08,-1
284850,130203,2016-11-14,-1
284851,130203,2016-11-14,-1
284852,130203,2016-11-14,-1
284943,130204,2016-02-02,-1
284944,130204,2016-02-16,-1
284945,130204,2016-02-16,-1
284946,130204,2016-02-16,-1
284947,130204,2016-05-05,-1
284948,130204,2016-05-05,-1
284949,130204,2016-05-05,-1
284950,130204,2016-05-18,-1
284951,130204,2016-05-18,-1
284952,130204,2016-08-04,-1
284953,130204,2016-08-04,-1
284954,130204,2016-08-04,-1
284955,130204,2016-11-14,-1
285060,130207,2016-01-22,-1
285061,130207,2016-01-25,-1
285062,130207,2016-01-25,-1
285063,130207,2016-01-25,-1
285064,130207,2016-04-25,-1
285065,130207,2016-04-25,-1
285066,130207,2016-04-25,-1
285067,130207,2016-09-30,-1
285068,130207,2016-10-24,-1
285069,130207,2016-10-24,-1
285070,130207,2016-10-24,-1
285071,130207,2016-10-24,-1
285610,130221,2016-03-02,-1
285611,130221,2016-03-02,-1
285612,130221,2016-05-04,-1
285613,130221,2016-05-04,-1
285614,130221,2016-05-18,-1
285615,130221,2016-08-02,-1
285616,130221,2016-08-02,-1
285617,130221,2016-09-06,-1
285618,130221,2016-11-02,-1
285619,130221,2016-11-02,-1
285921,130226,2016-02-04,-1
285922,130226,2016-02-04,-1
285923,130226,2016-05-05,-1
285924,130226,2016-05-05,-1
285925,130226,2016-06-08,-1
285926,130226,2016-07-06,-1
285927,130226,2016-08-04,-1
285928,130226,2016-08-04,-1
285929,130226,2016-08-04,-1
285930,130226,2016-12-07,-1
285931,130226,2016-12-07,-1
285932,130226,2016-12-07,-1
286222,130245,2016-02-16,-1
286223,130245,2016-02-16,-1
286224,130245,2016-02-16,-1
286225,130245,2016-05-05,-1
286226,130245,2016-05-05,-1
286227,130245,2016-05-05,-1
286228,130245,2016-09-01,-1
286229,130245,2016-09-01,-1
286230,130245,2016-11-03,-1
286231,130245,2016-11-03,-1
286232,130245,2016-12-08,-1
286726,130282,2016-03-01,-1
286727,130282,2016-03-01,-1
286728,130282,2016-03-01,-1
286729,130282,2016-04-27,-1
286730,130282,2016-04-27,-1
286731,130282,2016-04-27,-1
286732,130282,2016-07-26,-1
286733,130282,2016-07-26,-1
286734,130282,2016-07-26,-1
286735,130282,2016-10-26,-1
286736,130282,2016-10-26,-1
286737,130282,2016-10-26,-1
286738,130282,2016-10-26,-1
286875,130286,2016-05-10,-1
286876,130286,2016-05-10,-1
287178,130287,2016-08-12,-1
287179,130287,2016-08-17,-1
287180,130287,2016-08-17,-1
287181,130287,2016-08-17,-1
287182,130287,2016-08-17,-1
287183,130287,2016-08-17,-1
287184,130287,2016-08-17,-1
287185,130287,2016-08-17,-1
287186,130287,2016-08-17,-1
287187,130287,2016-08-17,-1
287188,130287,2016-08-17,-1
287189,130287,2016-08-17,-1
287190,130287,2016-08-17,-1
287191,130287,2016-08-17,-1
287192,130287,2016-10-17,-1
287193,130287,2016-11-10,-1
287194,130287,2016-11-10,-1
287195,130287,2016-11-10,-1
287196,130287,2016-11-10,-1
287197,130287,2016-11-10,-1
287347,130288,2016-06-27,-1
287348,130288,2016-06-28,-1
287349,130288,2016-11-25,-1
287350,130288,2016-11-25,-1
287510,130292,2016-04-01,-1
287511,130292,2016-07-25,-1
287512,130292,2016-09-30,-1
287706,130301,2016-02-24,-1
287707,130301,2016-02-24,-1
287708,130301,2016-02-24,-1
287709,130301,2016-02-24,-1
287710,130301,2016-05-03,-1
287711,130301,2016-05-03,-1
287712,130301,2016-05-03,-1
287713,130301,2016-05-03,-1
287714,130301,2016-08-02,-1
287715,130301,2016-08-02,-1
287716,130301,2016-08-02,-1
287717,130301,2016-08-02,-1
287718,130301,2016-11-01,-1
287719,130301,2016-11-01,-1
287720,130301,2016-11-01,-1
287721,130301,2016-11-01,-1
287841,130302,2016-03-09,-1
287842,130302,2016-03-09,-1
287843,130302,2016-03-09,-1
287844,130302,2016-06-08,-1
287845,130302,2016-06-08,-1
287846,130302,2016-06-08,-1
287847,130302,2016-10-13,-1
287848,130302,2016-10-13,-1
287849,130302,2016-10-13,-1
287850,130302,2016-12-08,-1
287851,130302,2016-12-08,-1
288444,130304,2016-01-26,1
288445,130304,2016-01-26,-1
288446,130304,2016-01-26,-1
288447,130304,2016-01-26,-1
288448,130304,2016-01-26,-1
288449,130304,2016-01-26,-1
288450,130304,2016-01-26,-1
288451,130304,2016-02-05,-1
288452,130304,2016-04-25,1
288453,130304,2016-04-25,-1
288454,130304,2016-04-25,-1
288455,130304,2016-04-25,-1
288456,130304,2016-04-25,-1
288457,130304,2016-06-07,1
288458,130304,2016-06-07,-1
288459,130304,2016-06-27,-1
288460,130304,2016-06-27,-1
288461,130304,2016-07-25,-1
288462,130304,2016-07-25,-1
288463,130304,2016-07-25,-1
288464,130304,2016-07-25,-1
288465,130304,2016-07-25,1
288466,130304,2016-10-25,1
288467,130304,2016-10-25,-1
288468,130304,2016-10-25,-1
288469,130304,2016-10-25,-1
288470,130304,2016-10-25,-1
288471,130304,2016-10-25,-1
288472,130304,2016-11-02,-1
288719,130308,2016-01-29,-1
288720,130308,2016-01-29,-1
288721,130308,2016-05-16,-1
288722,130308,2016-05-16,-1
288723,130308,2016-08-29,-1
288724,130308,2016-09-09,-1
288725,130308,2016-12-20,-1
289982,130323,2016-01-27,1
289983,130323,2016-01-27,1
289984,130323,2016-02-26,-1
289985,130323,2016-02-26,-1
289986,130323,2016-03-29,1
289987,130323,2016-04-21,1
289988,130323,2016-04-21,1
289989,130323,2016-04-21,1
289990,130323,2016-04-21,1
289991,130323,2016-04-21,1
289992,130323,2016-04-21,1
289993,130323,2016-04-21,1
289994,130323,2016-04-22,1
289995,130323,2016-04-29,-1
289996,130323,2016-05-03,-1
289997,130323,2016-05-18,1
289998,130323,2016-05-20,-1
289999,130323,2016-05-21,-1
290000,130323,2016-07-19,1
290001,130323,2016-07-19,1
290002,130323,2016-07-19,1
290003,130323,2016-07-19,1
290004,130323,2016-07-19,1
290005,130323,2016-07-19,1
290006,130323,2016-07-19,-1
290007,130323,2016-07-19,-1
290008,130323,2016-07-19,-1
290009,130323,2016-07-19,-1
290010,130323,2016-07-19,-1
290011,130323,2016-07-19,1
290012,130323,2016-10-25,1
290013,130323,2016-10-25,1
290014,130323,2016-10-25,1
290015,130323,2016-10-25,-1
290016,130323,2016-10-25,-1
290017,130323,2016-10-25,-1
290018,130323,2016-10-25,-1
290019,130323,2016-10-25,-1
290020,130323,2016-10-25,1
290021,130323,2016-10-25,1
290307,130328,2016-01-28,-1
290308,130328,2016-01-28,-1
290309,130328,2016-04-28,-1
290310,130328,2016-04-28,-1
290311,130328,2016-07-28,-1
290312,130328,2016-07-28,-1
290313,130328,2016-08-09,-1
290314,130328,2016-11-10,-1
290315,130328,2016-11-10,-1
290636,130363,2016-01-20,-1
290637,130363,2016-01-20,-1
290638,130363,2016-02-26,-1
290639,130363,2016-02-26,-1
290640,130363,2016-02-26,-1
290641,130363,2016-02-26,-1
290642,130363,2016-02-26,-1
290643,130363,2016-02-26,-1
290644,130363,2016-02-26,-1
290645,130363,2016-05-03,-1
290646,130363,2016-05-03,-1
290647,130363,2016-05-03,-1
290648,130363,2016-05-03,-1
290649,130363,2016-05-03,-1
290650,130363,2016-08-02,-1
290651,130363,2016-08-02,-1
290652,130363,2016-08-02,-1
290653,130363,2016-08-02,-1
290654,130363,2016-08-02,-1
290655,130363,2016-08-02,-1
290656,130363,2016-08-02,-1
290657,130363,2016-11-01,-1
290658,130363,2016-11-01,-1
290659,130363,2016-11-01,-1
290660,130363,2016-11-01,-1
290661,130363,2016-11-01,-1
290662,130363,2016-11-01,-1
290887,130373,2016-01-27,-1
290888,130373,2016-01-27,-1
290889,130373,2016-04-27,-1
290890,130373,2016-04-27,-1
290891,130373,2016-09-01,-1
290892,130373,2016-09-01,-1
290893,130373,2016-09-01,-1
290894,130373,2016-11-02,-1
290895,130373,2016-11-02,-1
290896,130373,2016-11-02,-1
291062,130414,2016-04-19,-1
291063,130414,2016-04-19,-1
291064,130414,2016-04-19,-1
291065,130414,2016-05-16,-1
291066,130414,2016-05-16,-1
291067,130414,2016-05-16,-1
291068,130414,2016-08-15,-1
291069,130414,2016-08-15,-1
291070,130414,2016-08-15,-1
291071,130414,2016-11-14,-1
291072,130414,2016-11-14,-1
291073,130414,2016-11-14,-1
291935,130425,2016-02-19,-1
291936,130425,2016-02-19,-1
291937,130425,2016-02-19,-1
291938,130425,2016-02-19,-1
291939,130425,2016-02-19,-1
291940,130425,2016-04-29,-1
291941,130425,2016-04-29,-1
291942,130425,2016-04-29,-1
291943,130425,2016-04-29,-1
291944,130425,2016-07-29,-1
291945,130425,2016-07-29,-1
291946,130425,2016-07-29,-1
291947,130425,2016-07-29,-1
291948,130425,2016-07-29,-1
291949,130425,2016-10-06,-1
291950,130425,2016-10-28,-1
291951,130425,2016-10-28,-1
291952,130425,2016-10-28,-1
291953,130425,2016-10-28,-1
291954,130425,2016-10-28,-1
292266,130437,2016-02-22,-1
292267,130437,2016-02-22,-1
292268,130437,2016-02-22,-1
292269,130437,2016-02-22,-1
292270,130437,2016-02-22,-1
292271,130437,2016-05-03,-1
292272,130437,2016-05-03,-1
292273,130437,2016-05-03,-1
292274,130437,2016-05-03,-1
292275,130437,2016-08-02,-1
292276,130437,2016-08-02,-1
292277,130437,2016-08-02,-1
292278,130437,2016-08-02,-1
292279,130437,2016-11-01,-1
292280,130437,2016-11-01,-1
292281,130437,2016-11-01,-1
292282,130437,2016-11-01,-1
292548,130439,2016-01-21,-1
292549,130439,2016-01-21,-1
292550,130439,2016-01-21,-1
292551,130439,2016-01-21,-1
292552,130439,2016-01-21,-1
292553,130439,2016-01-21,-1
292554,130439,2016-01-21,-1
292555,130439,2016-04-21,-1
292556,130439,2016-04-21,-1
292557,130439,2016-04-21,-1
292558,130439,2016-04-21,-1
292559,130439,2016-04-21,-1
292560,130439,2016-07-21,-1
292561,130439,2016-07-21,-1
292562,130439,2016-07-21,-1
292563,130439,2016-07-21,-1
292564,130439,2016-07-21,-1
292565,130439,2016-07-21,-1
292566,130439,2016-07-21,-1
292567,130439,2016-10-20,-1
292568,130439,2016-10-20,-1
292569,130439,2016-10-20,-1
292570,130439,2016-10-20,-1
292571,130439,2016-10-20,-1
292572,130439,2016-10-20,-1
292573,130439,2016-10-20,-1
292574,130439,2016-10-27,-1
293052,130440,2016-01-27,-1
293053,130440,2016-02-17,1
293054,130440,2016-02-17,1
293055,130440,2016-02-17,-1
293056,130440,2016-02-17,1
293057,130440,2016-04-28,1
293058,130440,2016-04-28,1
293059,130440,2016-04-28,1
293060,130440,2016-04-28,-1
293061,130440,2016-04-28,1
293062,130440,2016-04-28,1
293063,130440,2016-04-28,-1
293064,130440,2016-04-29,1
293065,130440,2016-05-04,1
293066,130440,2016-05-04,1
293067,130440,2016-05-04,1
293068,130440,2016-05-05,1
293069,130440,2016-08-04,1
293070,130440,2016-08-04,1
293071,130440,2016-08-05,-1
293072,130440,2016-08-17,-1
293073,130440,2016-11-07,1
293074,130440,2016-11-07,1
293075,130440,2016-12-15,1
293076,130440,2016-12-15,1
293077,130440,2016-12-15,1
293078,130440,2016-12-15,-1
