,assetid,date,signal
10116,124807,2016-04-25,-1
10117,124807,2016-04-25,-1
10118,124807,2016-04-25,-1
10119,124807,2016-05-16,1
10120,124807,2016-05-16,-1
10369,124809,2016-01-26,-1
10370,124809,2016-01-26,-1
10371,124809,2016-01-26,-1
10372,124809,2016-01-26,-1
10373,124809,2016-04-21,-1
10374,124809,2016-04-21,-1
10375,124809,2016-04-21,-1
10376,124809,2016-07-21,-1
10377,124809,2016-07-21,-1
10378,124809,2016-07-21,-1
10379,124809,2016-07-21,-1
10380,124809,2016-10-18,-1
10381,124809,2016-10-20,-1
10382,124809,2016-10-20,-1
10383,124809,2016-10-20,-1
10384,124809,2016-10-20,-1
10713,124811,2016-01-20,-1
10714,124811,2016-01-20,-1
10715,124811,2016-01-20,-1
10716,124811,2016-01-20,-1
10717,124811,2016-01-20,-1
10718,124811,2016-01-20,-1
10719,124811,2016-01-20,-1
10720,124811,2016-01-20,-1
10721,124811,2016-01-20,-1
10722,124811,2016-01-20,-1
10723,124811,2016-04-20,-1
10724,124811,2016-04-20,-1
10725,124811,2016-04-20,-1
10726,124811,2016-04-20,-1
10727,124811,2016-04-20,-1
10728,124811,2016-04-20,-1
10729,124811,2016-04-20,-1
10730,124811,2016-04-20,-1
10731,124811,2016-07-20,-1
10732,124811,2016-07-20,-1
10733,124811,2016-07-20,-1
10734,124811,2016-07-20,-1
10735,124811,2016-07-20,-1
10736,124811,2016-07-20,-1
10737,124811,2016-07-20,-1
10738,124811,2016-07-20,-1
10739,124811,2016-07-20,-1
10740,124811,2016-10-19,-1
10741,124811,2016-10-19,-1
10742,124811,2016-10-19,-1
10743,124811,2016-10-19,-1
10744,124811,2016-10-19,-1
10745,124811,2016-10-19,-1
10746,124811,2016-10-19,-1
10747,124811,2016-10-19,-1
10748,124811,2016-10-19,-1
11173,124815,2016-01-07,-1
11174,124815,2016-01-27,-1
11175,124815,2016-01-27,-1
11176,124815,2016-01-27,-1
11177,124815,2016-04-26,-1
11178,124815,2016-04-26,-1
11179,124815,2016-04-26,-1
11180,124815,2016-07-27,-1
11181,124815,2016-07-27,-1
11182,124815,2016-10-27,-1
11183,124815,2016-10-27,-1
11184,124815,2016-10-27,-1
11510,124819,2016-02-22,-1
11511,124819,2016-02-22,-1
11512,124819,2016-02-22,-1
11513,124819,2016-02-22,-1
11514,124819,2016-02-22,-1
11515,124819,2016-05-04,-1
11516,124819,2016-05-04,-1
11517,124819,2016-05-04,-1
11518,124819,2016-05-04,-1
11519,124819,2016-08-04,-1
11520,124819,2016-08-04,-1
11521,124819,2016-08-04,-1
11522,124819,2016-08-04,-1
11523,124819,2016-08-04,-1
11524,124819,2016-11-03,-1
11525,124819,2016-11-03,-1
11526,124819,2016-11-03,-1
11527,124819,2016-11-03,-1
11528,124819,2016-11-03,-1
11529,124819,2016-11-03,-1
11710,124821,2016-03-03,-1
11711,124821,2016-03-03,-1
11712,124821,2016-05-10,-1
11713,124821,2016-05-10,-1
11714,124821,2016-06-27,-1
11715,124821,2016-08-05,-1
11716,124821,2016-08-05,-1
11717,124821,2016-11-10,-1
11718,124821,2016-11-10,-1
12155,124831,2016-01-21,-1
12156,124831,2016-01-21,-1
12157,124831,2016-01-21,-1
12158,124831,2016-01-21,-1
12159,124831,2016-01-21,-1
12160,124831,2016-01-21,-1
12161,124831,2016-01-21,-1
12162,124831,2016-01-21,-1
12163,124831,2016-04-21,-1
12164,124831,2016-04-21,-1
12165,124831,2016-04-21,-1
12166,124831,2016-04-21,-1
12167,124831,2016-04-21,-1
12168,124831,2016-04-21,-1
12169,124831,2016-07-21,-1
12170,124831,2016-07-21,-1
12171,124831,2016-07-21,-1
12172,124831,2016-07-21,-1
12173,124831,2016-07-21,-1
12174,124831,2016-07-21,-1
12175,124831,2016-07-21,-1
12176,124831,2016-07-27,-1
12177,124831,2016-10-20,-1
12178,124831,2016-10-20,-1
12179,124831,2016-10-20,-1
12180,124831,2016-10-20,-1
12181,124831,2016-10-20,-1
12182,124831,2016-10-20,-1
12183,124831,2016-10-20,-1
12482,124833,2016-02-25,-1
12483,124833,2016-02-25,-1
12484,124833,2016-02-25,-1
12485,124833,2016-05-05,-1
12486,124833,2016-05-05,-1
12487,124833,2016-05-05,-1
12488,124833,2016-08-08,-1
12489,124833,2016-08-08,-1
12490,124833,2016-08-08,-1
12491,124833,2016-11-07,-1
12492,124833,2016-11-07,-1
12493,124833,2016-11-07,-1
12668,124841,2016-01-08,-1
12669,124841,2016-02-16,-1
12670,124841,2016-02-16,-1
12671,124841,2016-02-16,-1
12672,124841,2016-02-16,-1
12673,124841,2016-03-02,-1
12674,124841,2016-03-02,-1
12675,124841,2016-04-28,-1
12676,124841,2016-04-28,-1
12677,124841,2016-04-28,-1
12678,124841,2016-07-27,-1
12679,124841,2016-07-27,-1
12680,124841,2016-07-27,-1
12681,124841,2016-07-27,-1
12682,124841,2016-08-15,-1
12683,124841,2016-10-25,-1
12684,124841,2016-10-25,-1
12685,124841,2016-10-25,-1
12686,124841,2016-10-25,-1
12878,124842,2016-01-21,-1
12879,124842,2016-01-21,-1
12880,124842,2016-01-21,-1
12881,124842,2016-01-21,-1
12882,124842,2016-01-21,-1
12883,124842,2016-04-15,-1
12884,124842,2016-04-15,-1
12885,124842,2016-04-15,-1
12886,124842,2016-04-15,-1
12887,124842,2016-07-15,-1
12888,124842,2016-07-15,-1
12889,124842,2016-07-15,-1
12890,124842,2016-07-15,-1
12891,124842,2016-07-15,-1
12892,124842,2016-10-17,-1
12893,124842,2016-10-17,-1
12894,124842,2016-10-17,-1
12895,124842,2016-10-17,-1
12896,124842,2016-10-17,-1
13013,124849,2016-03-25,-1
13014,124849,2016-03-25,-1
13015,124849,2016-05-11,-1
13016,124849,2016-05-11,-1
13017,124849,2016-08-05,-1
13018,124849,2016-08-11,-1
13019,124849,2016-08-11,-1
13020,124849,2016-11-08,-1
13021,124849,2016-11-08,-1
13312,124856,2016-02-11,-1
13313,124856,2016-02-11,-1
13314,124856,2016-02-11,-1
13315,124856,2016-02-11,-1
13316,124856,2016-02-11,-1
13317,124856,2016-02-11,-1
13318,124856,2016-02-11,-1
13319,124856,2016-04-28,-1
13320,124856,2016-04-28,-1
13321,124856,2016-04-28,-1
13322,124856,2016-04-28,-1
13323,124856,2016-04-28,-1
13324,124856,2016-07-28,-1
13325,124856,2016-07-28,-1
13326,124856,2016-07-28,-1
13327,124856,2016-07-28,-1
13328,124856,2016-07-28,-1
13329,124856,2016-07-28,-1
13330,124856,2016-10-31,-1
13331,124856,2016-10-31,-1
13332,124856,2016-10-31,-1
13333,124856,2016-10-31,-1
13334,124856,2016-10-31,-1
13335,124856,2016-10-31,-1
13336,124856,2016-10-31,-1
13479,124860,2016-03-03,-1
13480,124860,2016-05-02,-1
13481,124860,2016-05-02,-1
13482,124860,2016-08-05,-1
13483,124860,2016-08-05,-1
13484,124860,2016-11-07,-1
13485,124860,2016-11-07,-1
13812,124879,2016-01-29,-1
13813,124879,2016-01-29,-1
13814,124879,2016-01-29,-1
13815,124879,2016-01-29,-1
13816,124879,2016-01-29,-1
13817,124879,2016-01-29,-1
13818,124879,2016-04-29,-1
13819,124879,2016-04-29,-1
13820,124879,2016-04-29,-1
13821,124879,2016-04-29,-1
13822,124879,2016-07-29,-1
13823,124879,2016-07-29,-1
13824,124879,2016-07-29,-1
13825,124879,2016-07-29,-1
13826,124879,2016-07-29,-1
13827,124879,2016-10-28,-1
13828,124879,2016-10-28,-1
13829,124879,2016-10-28,-1
13830,124879,2016-10-28,-1
13831,124879,2016-10-28,-1
13832,124879,2016-10-28,-1
14134,124890,2016-01-27,-1
14135,124890,2016-01-27,-1
14136,124890,2016-01-27,-1
14137,124890,2016-01-27,-1
14138,124890,2016-01-27,-1
14139,124890,2016-04-26,-1
14140,124890,2016-04-26,-1
14141,124890,2016-04-26,-1
14142,124890,2016-04-26,-1
14143,124890,2016-04-26,-1
14144,124890,2016-07-27,-1
14145,124890,2016-07-27,-1
14146,124890,2016-07-27,-1
14147,124890,2016-07-27,-1
14148,124890,2016-07-27,-1
14149,124890,2016-10-03,-1
14150,124890,2016-10-03,-1
14151,124890,2016-10-26,-1
14152,124890,2016-10-26,-1
14153,124890,2016-10-26,-1
14154,124890,2016-10-26,-1
14155,124890,2016-10-26,-1
14156,124890,2016-10-26,-1
14574,124895,2016-01-26,-1
14575,124895,2016-01-26,-1
14576,124895,2016-01-26,-1
14577,124895,2016-01-26,-1
14578,124895,2016-01-26,-1
14579,124895,2016-01-26,-1
14580,124895,2016-01-26,-1
14581,124895,2016-03-17,-1
14582,124895,2016-04-27,-1
14583,124895,2016-04-27,-1
14584,124895,2016-04-27,-1
14585,124895,2016-04-27,-1
14586,124895,2016-04-27,-1
14587,124895,2016-04-27,-1
14588,124895,2016-07-25,-1
14589,124895,2016-07-25,-1
14590,124895,2016-07-25,-1
14591,124895,2016-07-25,-1
14592,124895,2016-07-25,-1
14593,124895,2016-07-25,-1
14594,124895,2016-09-15,-1
14595,124895,2016-10-24,-1
14596,124895,2016-10-24,-1
14597,124895,2016-10-24,-1
14598,124895,2016-10-24,-1
14599,124895,2016-10-24,-1
14600,124895,2016-10-24,-1
15078,124911,2016-02-18,-1
15079,124911,2016-02-18,-1
15080,124911,2016-02-18,-1
15081,124911,2016-02-18,-1
15082,124911,2016-02-18,-1
15083,124911,2016-02-18,-1
15084,124911,2016-02-18,-1
15085,124911,2016-02-18,-1
15086,124911,2016-04-28,-1
15087,124911,2016-04-28,-1
15088,124911,2016-04-28,-1
15089,124911,2016-04-28,-1
15090,124911,2016-04-28,-1
15091,124911,2016-04-28,-1
15092,124911,2016-07-27,-1
15093,124911,2016-07-27,-1
15094,124911,2016-07-27,-1
15095,124911,2016-07-27,-1
15096,124911,2016-07-27,-1
15097,124911,2016-07-27,-1
15098,124911,2016-07-27,-1
15099,124911,2016-11-02,-1
15100,124911,2016-11-02,-1
15101,124911,2016-11-02,-1
15102,124911,2016-11-02,-1
15103,124911,2016-11-02,-1
15104,124911,2016-11-02,-1
15105,124911,2016-11-02,-1
15106,124911,2016-11-02,-1
15788,124914,2016-01-04,-1
15789,124914,2016-01-04,-1
15790,124914,2016-01-04,1
15791,124914,2016-01-08,1
15792,124914,2016-01-08,1
15793,124914,2016-01-11,-1
15794,124914,2016-01-11,1
15795,124914,2016-01-11,-1
15796,124914,2016-01-18,-1
15797,124914,2016-01-18,1
15798,124914,2016-01-18,-1
15799,124914,2016-01-18,1
15800,124914,2016-02-03,1
15801,124914,2016-02-03,-1
15802,124914,2016-02-03,-1
15803,124914,2016-02-03,-1
15804,124914,2016-02-03,1
15805,124914,2016-02-04,1
15806,124914,2016-02-05,-1
15807,124914,2016-02-05,-1
15808,124914,2016-03-21,-1
15809,124914,2016-04-27,-1
15810,124914,2016-04-27,-1
15811,124914,2016-04-27,-1
15812,124914,2016-04-27,1
15813,124914,2016-04-27,-1
15814,124914,2016-07-27,-1
15815,124914,2016-07-27,-1
15816,124914,2016-07-27,-1
15817,124914,2016-07-27,1
15818,124914,2016-10-26,-1
15819,124914,2016-10-26,-1
15820,124914,2016-10-26,1
15821,124914,2016-10-26,-1
16226,124916,2016-02-18,-1
16227,124916,2016-02-18,-1
16228,124916,2016-02-18,-1
16229,124916,2016-02-18,-1
16230,124916,2016-02-18,-1
16231,124916,2016-02-18,-1
16232,124916,2016-04-26,-1
16233,124916,2016-04-28,-1
16234,124916,2016-04-28,-1
16235,124916,2016-04-28,-1
16236,124916,2016-04-28,-1
16237,124916,2016-07-28,-1
16238,124916,2016-10-03,-1
16239,124916,2016-10-03,-1
16240,124916,2016-10-03,-1
16241,124916,2016-10-03,1
16242,124916,2016-10-03,1
16243,124916,2016-10-03,-1
16244,124916,2016-10-26,-1
16245,124916,2016-10-26,-1
16246,124916,2016-10-26,-1
16247,124916,2016-10-26,-1
16861,124920,2016-02-01,-1
16862,124920,2016-02-01,-1
16863,124920,2016-02-01,-1
16864,124920,2016-05-04,-1
16865,124920,2016-05-04,-1
